,imports,exports,netImportExports,POWER GENERATED,ONTARIO DEMAND,TOTAL EMISSIONS,CO2e INTENSITY,nuclearPercentage,hydroPercentage,gasPercentage,windPercentage,biofuelPercentage,solarPercentage,nuclearOutput,hydroOutput,gasOutput,windOutput,biofuelOutput,solarOutput
"Mon Oct 18, 12 PM - 1 PM",115 MW,"2,319 MW","2,204 MW","16,212 MW","14,008 MW",484 tonnes,30 g/kWh,54.6%,21.9%,9.1%,12.2%,0.2%,2.1%,"8,847 MW","3,549 MW","1,475 MW","1,971 MW",33 MW,337 MW
"Mon Oct 18, 1 PM - 2 PM",563 MW,"2,422 MW","1,859 MW","15,881 MW","14,022 MW",493 tonnes,31 g/kWh,55.8%,23.8%,8.0%,10.4%,0.2%,2.0%,"8,854 MW","3,774 MW","1,265 MW","1,644 MW",32 MW,312 MW
"Mon Oct 18, 2 PM - 3 PM",893 MW,"2,697 MW","1,804 MW","15,659 MW","13,855 MW",510 tonnes,33 g/kWh,56.5%,23.6%,8.1%,9.7%,0.2%,1.9%,"8,852 MW","3,701 MW","1,267 MW","1,514 MW",32 MW,293 MW
"Mon Oct 18, 4 PM - 5 PM","1,202 MW","2,368 MW","1,166 MW","15,747 MW","14,581 MW",601 tonnes,38 g/kWh,56.1%,24.9%,11.3%,6.0%,0.2%,1.5%,"8,836 MW","3,914 MW","1,780 MW",952 MW,32 MW,233 MW
"Mon Oct 18, 5 PM - 6 PM","1,080 MW","2,398 MW","1,318 MW","16,679 MW","15,361 MW",654 tonnes,39 g/kWh,53.0%,28.7%,11.5%,6.0%,0.2%,0.6%,"8,832 MW","4,787 MW","1,916 MW","1,009 MW",32 MW,103 MW
"Mon Oct 18, 6 PM - 7 PM","1,271 MW","2,038 MW",767 MW,"16,760 MW","15,993 MW",833 tonnes,50 g/kWh,52.7%,29.4%,13.9%,3.7%,0.2%,0.0%,"8,835 MW","4,923 MW","2,338 MW",625 MW,32 MW,7 MW
"Mon Oct 18, 7 PM - 8 PM","1,372 MW","1,922 MW",550 MW,"16,801 MW","16,251 MW",885 tonnes,53 g/kWh,52.6%,28.9%,14.6%,3.7%,0.2%,0.0%,"8,835 MW","4,860 MW","2,446 MW",628 MW,32 MW,0 MW
"Mon Oct 18, 8 PM - 9 PM","1,391 MW","1,774 MW",383 MW,"16,120 MW","15,737 MW",683 tonnes,42 g/kWh,54.8%,28.1%,12.1%,4.8%,0.2%,0.0%,"8,837 MW","4,522 MW","1,948 MW",781 MW,32 MW,0 MW
"Mon Oct 18, 9 PM - 10 PM","1,072 MW","1,924 MW",852 MW,"15,937 MW","15,085 MW",733 tonnes,46 g/kWh,55.4%,26.3%,13.1%,5.0%,0.2%,0.0%,"8,837 MW","4,190 MW","2,081 MW",796 MW,33 MW,0 MW
"Mon Oct 18, 10 PM - 11 PM","1,116 MW","2,205 MW","1,089 MW","15,117 MW","14,028 MW",587 tonnes,39 g/kWh,58.4%,25.6%,11.5%,4.4%,0.2%,0.0%,"8,822 MW","3,866 MW","1,732 MW",665 MW,32 MW,0 MW
"Tue Oct 19, 11 PM - 12 AM","1,122 MW","2,197 MW","1,075 MW","14,068 MW","12,993 MW",348 tonnes,25 g/kWh,62.8%,25.0%,6.4%,5.6%,0.1%,0.0%,"8,838 MW","3,523 MW",901 MW,785 MW,21 MW,0 MW
"Tue Oct 19, 12 AM - 1 AM","1,099 MW","2,045 MW",946 MW,"13,347 MW","12,401 MW",126 tonnes,9 g/kWh,66.3%,24.2%,1.8%,7.6%,0.1%,0.0%,"8,850 MW","3,224 MW",244 MW,"1,013 MW",16 MW,0 MW
"Tue Oct 19, 1 AM - 2 AM",463 MW,"2,077 MW","1,614 MW","13,474 MW","11,860 MW",86 tonnes,6 g/kWh,65.7%,24.9%,1.0%,8.2%,0.1%,0.0%,"8,857 MW","3,358 MW",137 MW,"1,107 MW",15 MW,0 MW
"Tue Oct 19, 2 AM - 3 AM",72 MW,"2,119 MW","2,047 MW","13,670 MW","11,623 MW",85 tonnes,6 g/kWh,64.8%,26.1%,1.0%,8.0%,0.1%,0.0%,"8,861 MW","3,567 MW",136 MW,"1,091 MW",15 MW,0 MW
"Tue Oct 19, 3 AM - 4 AM",321 MW,"2,616 MW","2,295 MW","13,786 MW","11,491 MW",95 tonnes,7 g/kWh,64.2%,26.8%,1.2%,7.8%,0.1%,0.0%,"8,847 MW","3,690 MW",161 MW,"1,073 MW",15 MW,0 MW
"Tue Oct 19, 4 AM - 5 AM",69 MW,"2,552 MW","2,483 MW","14,210 MW","11,727 MW",139 tonnes,10 g/kWh,62.2%,27.6%,2.4%,7.7%,0.1%,0.0%,"8,842 MW","3,919 MW",335 MW,"1,097 MW",17 MW,0 MW
"Tue Oct 19, 5 AM - 6 AM",525 MW,"2,640 MW","2,115 MW","14,466 MW","12,351 MW",248 tonnes,17 g/kWh,61.1%,26.4%,5.1%,7.2%,0.2%,0.0%,"8,839 MW","3,820 MW",741 MW,"1,044 MW",22 MW,0 MW
"Tue Oct 19, 6 AM - 7 AM","1,099 MW","2,546 MW","1,447 MW","15,047 MW","13,600 MW",330 tonnes,22 g/kWh,58.7%,26.7%,7.0%,7.4%,0.2%,0.0%,"8,840 MW","4,016 MW","1,052 MW","1,111 MW",28 MW,0 MW
"Tue Oct 19, 7 AM - 8 AM","1,067 MW","2,218 MW","1,151 MW","16,059 MW","14,908 MW",417 tonnes,26 g/kWh,55.0%,29.4%,8.3%,7.0%,0.2%,0.0%,"8,840 MW","4,729 MW","1,328 MW","1,127 MW",32 MW,3 MW
"Tue Oct 19, 8 AM - 9 AM","1,067 MW","1,812 MW",745 MW,"15,902 MW","15,157 MW",424 tonnes,27 g/kWh,55.6%,28.2%,8.3%,7.0%,0.2%,0.6%,"8,846 MW","4,491 MW","1,326 MW","1,117 MW",33 MW,89 MW
"Tue Oct 19, 9 AM - 10 AM","1,075 MW","2,105 MW","1,030 MW","15,794 MW","14,764 MW",411 tonnes,26 g/kWh,56.0%,27.7%,8.2%,6.4%,0.2%,1.5%,"8,844 MW","4,379 MW","1,288 MW","1,006 MW",33 MW,244 MW
"Tue Oct 19, 10 AM - 11 AM",647 MW,"2,178 MW","1,531 MW","15,975 MW","14,444 MW",587 tonnes,37 g/kWh,55.4%,26.9%,11.1%,4.2%,0.3%,2.2%,"8,844 MW","4,297 MW","1,770 MW",667 MW,43 MW,354 MW
"Tue Oct 19, 11 AM - 12 PM",966 MW,"2,511 MW","1,545 MW","15,739 MW","14,194 MW",568 tonnes,36 g/kWh,56.2%,25.2%,11.0%,4.7%,0.4%,2.6%,"8,847 MW","3,963 MW","1,728 MW",736 MW,56 MW,409 MW
"Tue Oct 19, 12 PM - 1 PM","1,128 MW","2,419 MW","1,291 MW","15,349 MW","14,058 MW",498 tonnes,32 g/kWh,57.6%,24.9%,8.1%,6.2%,0.4%,2.7%,"8,847 MW","3,822 MW","1,249 MW",956 MW,56 MW,419 MW
"Tue Oct 19, 1 PM - 2 PM",723 MW,"2,280 MW","1,557 MW","15,448 MW","13,891 MW",549 tonnes,36 g/kWh,57.3%,23.8%,8.9%,6.9%,0.4%,2.7%,"8,850 MW","3,678 MW","1,375 MW","1,069 MW",55 MW,421 MW
"Tue Oct 19, 2 PM - 3 PM",49 MW,"2,247 MW","2,198 MW","16,028 MW","13,830 MW",586 tonnes,37 g/kWh,55.2%,24.2%,10.1%,7.7%,0.3%,2.5%,"8,851 MW","3,877 MW","1,617 MW","1,227 MW",53 MW,403 MW
"Tue Oct 19, 3 PM - 4 PM",35 MW,"2,065 MW","2,030 MW","16,033 MW","14,003 MW",498 tonnes,31 g/kWh,55.3%,23.8%,9.5%,9.1%,0.3%,2.1%,"8,859 MW","3,810 MW","1,519 MW","1,454 MW",55 MW,336 MW
"Tue Oct 19, 4 PM - 5 PM",694 MW,"2,187 MW","1,493 MW","16,138 MW","14,645 MW",479 tonnes,30 g/kWh,54.8%,24.7%,9.0%,9.7%,0.3%,1.4%,"8,847 MW","3,980 MW","1,455 MW","1,570 MW",54 MW,232 MW
"Tue Oct 19, 5 PM - 6 PM",703 MW,"1,876 MW","1,173 MW","16,673 MW","15,500 MW",526 tonnes,32 g/kWh,53.1%,27.4%,9.5%,9.1%,0.3%,0.5%,"8,852 MW","4,575 MW","1,588 MW","1,516 MW",51 MW,91 MW
"Tue Oct 19, 6 PM - 7 PM",746 MW,"1,864 MW","1,118 MW","17,002 MW","15,884 MW",634 tonnes,37 g/kWh,52.1%,26.8%,11.2%,9.7%,0.2%,0.0%,"8,854 MW","4,557 MW","1,901 MW","1,645 MW",41 MW,4 MW
"Tue Oct 19, 7 PM - 8 PM",786 MW,"1,512 MW",726 MW,"16,788 MW","16,062 MW",593 tonnes,35 g/kWh,52.7%,25.8%,10.5%,10.8%,0.2%,0.0%,"8,853 MW","4,327 MW","1,760 MW","1,816 MW",32 MW,0 MW
"Tue Oct 19, 8 PM - 9 PM",784 MW,"1,833 MW","1,049 MW","16,547 MW","15,498 MW",503 tonnes,30 g/kWh,53.5%,24.9%,9.1%,12.3%,0.2%,0.0%,"8,849 MW","4,125 MW","1,511 MW","2,030 MW",32 MW,0 MW
"Tue Oct 19, 9 PM - 10 PM",785 MW,"2,086 MW","1,301 MW","16,043 MW","14,742 MW",347 tonnes,22 g/kWh,55.2%,23.4%,7.0%,14.2%,0.2%,0.0%,"8,851 MW","3,759 MW","1,127 MW","2,273 MW",33 MW,0 MW
"Tue Oct 19, 10 PM - 11 PM",683 MW,"2,181 MW","1,498 MW","15,275 MW","13,777 MW",244 tonnes,16 g/kWh,57.9%,23.2%,4.1%,14.6%,0.2%,0.0%,"8,845 MW","3,545 MW",628 MW,"2,224 MW",33 MW,0 MW
"Wed Oct 20, 11 PM - 12 AM",188 MW,"2,386 MW","2,198 MW","14,958 MW","12,760 MW",108 tonnes,7 g/kWh,59.2%,22.7%,1.3%,16.7%,0.1%,0.0%,"8,852 MW","3,391 MW",194 MW,"2,501 MW",20 MW,0 MW
"Wed Oct 20, 12 AM - 1 AM",60 MW,"2,670 MW","2,610 MW","14,602 MW","11,992 MW",84 tonnes,6 g/kWh,60.6%,20.8%,0.9%,17.5%,0.1%,0.0%,"8,854 MW","3,043 MW",135 MW,"2,554 MW",16 MW,0 MW
"Wed Oct 20, 1 AM - 2 AM",60 MW,"2,661 MW","2,601 MW","14,124 MW","11,523 MW",81 tonnes,6 g/kWh,62.7%,19.8%,0.9%,16.5%,0.1%,0.0%,"8,853 MW","2,797 MW",129 MW,"2,329 MW",16 MW,0 MW
"Wed Oct 20, 2 AM - 3 AM",60 MW,"2,819 MW","2,759 MW","14,133 MW","11,374 MW",83 tonnes,6 g/kWh,62.7%,20.0%,1.0%,16.2%,0.1%,0.0%,"8,855 MW","2,832 MW",135 MW,"2,295 MW",16 MW,0 MW
"Wed Oct 20, 3 AM - 4 AM",60 MW,"2,935 MW","2,875 MW","14,251 MW","11,376 MW",167 tonnes,12 g/kWh,62.2%,20.0%,2.4%,15.3%,0.1%,0.0%,"8,858 MW","2,846 MW",346 MW,"2,185 MW",16 MW,0 MW
"Wed Oct 20, 4 AM - 5 AM",60 MW,"2,961 MW","2,901 MW","14,372 MW","11,471 MW",291 tonnes,20 g/kWh,61.7%,19.6%,4.6%,14.0%,0.1%,0.0%,"8,862 MW","2,813 MW",666 MW,"2,015 MW",16 MW,0 MW
"Wed Oct 20, 5 AM - 6 AM",60 MW,"2,654 MW","2,594 MW","14,612 MW","12,018 MW",526 tonnes,36 g/kWh,60.6%,19.3%,8.7%,11.3%,0.1%,0.0%,"8,852 MW","2,818 MW","1,270 MW","1,651 MW",21 MW,0 MW
"Wed Oct 20, 6 AM - 7 AM",111 MW,"2,005 MW","1,894 MW","15,084 MW","13,190 MW",683 tonnes,45 g/kWh,58.7%,20.1%,11.1%,10.0%,0.2%,0.0%,"8,853 MW","3,029 MW","1,672 MW","1,503 MW",27 MW,0 MW
"Wed Oct 20, 7 AM - 8 AM",584 MW,"2,186 MW","1,602 MW","16,077 MW","14,475 MW",745 tonnes,46 g/kWh,55.1%,23.3%,11.2%,10.3%,0.2%,0.0%,"8,851 MW","3,747 MW","1,796 MW","1,648 MW",32 MW,3 MW
"Wed Oct 20, 8 AM - 9 AM",501 MW,"2,204 MW","1,703 MW","16,340 MW","14,637 MW",790 tonnes,48 g/kWh,54.2%,24.8%,11.6%,8.9%,0.2%,0.4%,"8,851 MW","4,049 MW","1,890 MW","1,447 MW",32 MW,71 MW
"Wed Oct 20, 9 AM - 10 AM",257 MW,"2,103 MW","1,846 MW","16,231 MW","14,385 MW",771 tonnes,47 g/kWh,54.5%,25.9%,11.4%,6.8%,0.2%,1.2%,"8,851 MW","4,208 MW","1,846 MW","1,104 MW",29 MW,193 MW
"Wed Oct 20, 10 AM - 11 AM",117 MW,"2,129 MW","2,012 MW","16,333 MW","14,321 MW",858 tonnes,53 g/kWh,54.2%,26.0%,12.6%,5.4%,0.2%,1.6%,"8,849 MW","4,249 MW","2,051 MW",889 MW,31 MW,264 MW
"Wed Oct 20, 11 AM - 12 PM",550 MW,"2,051 MW","1,501 MW","15,902 MW","14,401 MW",804 tonnes,51 g/kWh,55.6%,25.8%,12.0%,4.7%,0.2%,1.6%,"8,844 MW","4,106 MW","1,913 MW",755 MW,31 MW,253 MW
"Wed Oct 20, 12 PM - 1 PM",647 MW,"2,062 MW","1,415 MW","16,071 MW","14,656 MW",900 tonnes,56 g/kWh,55.0%,24.9%,13.3%,4.8%,0.2%,1.9%,"8,832 MW","3,994 MW","2,141 MW",768 MW,32 MW,304 MW
"Wed Oct 20, 1 PM - 2 PM",692 MW,"1,888 MW","1,196 MW","16,012 MW","14,816 MW",809 tonnes,51 g/kWh,55.2%,24.6%,12.1%,6.3%,0.2%,1.7%,"8,831 MW","3,941 MW","1,937 MW","1,005 MW",32 MW,266 MW
"Wed Oct 20, 2 PM - 3 PM",742 MW,"1,771 MW","1,029 MW","15,842 MW","14,813 MW",676 tonnes,43 g/kWh,55.7%,24.3%,10.3%,8.1%,0.2%,1.3%,"8,831 MW","3,850 MW","1,635 MW","1,290 MW",32 MW,204 MW
"Wed Oct 20, 3 PM - 4 PM",636 MW,"1,663 MW","1,027 MW","15,816 MW","14,789 MW",689 tonnes,44 g/kWh,55.8%,23.5%,10.7%,8.7%,0.2%,1.0%,"8,832 MW","3,716 MW","1,693 MW","1,382 MW",33 MW,160 MW
"Wed Oct 20, 4 PM - 5 PM",896 MW,"1,764 MW",868 MW,"16,221 MW","15,353 MW",722 tonnes,45 g/kWh,54.5%,24.1%,10.9%,9.8%,0.2%,0.6%,"8,833 MW","3,903 MW","1,775 MW","1,582 MW",33 MW,95 MW
"Wed Oct 20, 5 PM - 6 PM","1,127 MW","2,087 MW",960 MW,"16,635 MW","15,675 MW",798 tonnes,48 g/kWh,53.1%,26.3%,11.8%,8.3%,0.2%,0.3%,"8,836 MW","4,375 MW","1,957 MW","1,385 MW",35 MW,47 MW
"Wed Oct 20, 6 PM - 7 PM","1,127 MW","2,099 MW",972 MW,"16,915 MW","15,943 MW","1,015 tonnes",60 g/kWh,52.2%,26.5%,14.6%,6.4%,0.2%,0.0%,"8,835 MW","4,487 MW","2,468 MW","1,090 MW",32 MW,3 MW
"Wed Oct 20, 7 PM - 8 PM","1,127 MW","1,941 MW",814 MW,"16,886 MW","16,072 MW","1,060 tonnes",63 g/kWh,52.3%,25.3%,15.1%,7.1%,0.2%,0.0%,"8,837 MW","4,266 MW","2,550 MW","1,200 MW",33 MW,0 MW
"Wed Oct 20, 8 PM - 9 PM","1,127 MW","1,831 MW",704 MW,"16,634 MW","15,930 MW",823 tonnes,49 g/kWh,53.1%,25.0%,11.9%,9.8%,0.2%,0.0%,"8,835 MW","4,157 MW","1,984 MW","1,625 MW",33 MW,0 MW
"Wed Oct 20, 9 PM - 10 PM","1,018 MW","1,726 MW",708 MW,"15,697 MW","14,989 MW",548 tonnes,35 g/kWh,56.3%,25.0%,8.3%,10.2%,0.2%,0.0%,"8,832 MW","3,924 MW","1,305 MW","1,602 MW",34 MW,0 MW
"Wed Oct 20, 10 PM - 11 PM","1,108 MW","2,012 MW",904 MW,"14,928 MW","14,024 MW",295 tonnes,20 g/kWh,59.2%,25.0%,4.6%,11.0%,0.2%,0.0%,"8,834 MW","3,731 MW",684 MW,"1,646 MW",33 MW,0 MW
"Thu Oct 21, 11 PM - 12 AM",693 MW,"2,216 MW","1,523 MW","14,432 MW","12,909 MW",182 tonnes,13 g/kWh,61.2%,24.4%,2.7%,11.5%,0.2%,0.0%,"8,838 MW","3,527 MW",390 MW,"1,654 MW",23 MW,0 MW
"Thu Oct 21, 12 AM - 1 AM",84 MW,"2,121 MW","2,037 MW","14,219 MW","12,182 MW",165 tonnes,12 g/kWh,62.2%,23.9%,2.4%,11.4%,0.1%,0.0%,"8,841 MW","3,397 MW",341 MW,"1,624 MW",16 MW,0 MW
"Thu Oct 21, 1 AM - 2 AM",61 MW,"2,184 MW","2,123 MW","13,897 MW","11,774 MW",98 tonnes,7 g/kWh,63.6%,23.0%,1.2%,12.0%,0.1%,0.0%,"8,843 MW","3,196 MW",173 MW,"1,669 MW",16 MW,0 MW
"Thu Oct 21, 2 AM - 3 AM",61 MW,"2,376 MW","2,315 MW","13,980 MW","11,665 MW",115 tonnes,8 g/kWh,63.3%,22.7%,1.6%,12.4%,0.1%,0.0%,"8,843 MW","3,170 MW",218 MW,"1,733 MW",16 MW,0 MW
"Thu Oct 21, 3 AM - 4 AM",114 MW,"2,664 MW","2,550 MW","14,025 MW","11,475 MW",199 tonnes,14 g/kWh,63.1%,21.7%,3.1%,12.0%,0.1%,0.0%,"8,848 MW","3,038 MW",441 MW,"1,682 MW",16 MW,0 MW
"Thu Oct 21, 4 AM - 5 AM",104 MW,"2,688 MW","2,584 MW","14,230 MW","11,646 MW",323 tonnes,23 g/kWh,62.2%,20.9%,5.4%,11.5%,0.1%,0.0%,"8,850 MW","2,967 MW",762 MW,"1,635 MW",16 MW,0 MW
"Thu Oct 21, 5 AM - 6 AM",107 MW,"2,311 MW","2,204 MW","14,352 MW","12,148 MW",422 tonnes,29 g/kWh,61.7%,19.9%,7.1%,11.3%,0.1%,0.0%,"8,850 MW","2,850 MW","1,017 MW","1,615 MW",20 MW,0 MW
"Thu Oct 21, 6 AM - 7 AM",712 MW,"2,216 MW","1,504 MW","14,755 MW","13,251 MW",560 tonnes,38 g/kWh,59.9%,20.3%,9.3%,10.3%,0.2%,0.0%,"8,843 MW","2,988 MW","1,367 MW","1,527 MW",30 MW,0 MW
"Thu Oct 21, 7 AM - 8 AM",705 MW,"1,913 MW","1,208 MW","15,893 MW","14,685 MW",696 tonnes,44 g/kWh,55.6%,21.8%,10.6%,11.8%,0.2%,0.0%,"8,843 MW","3,467 MW","1,680 MW","1,871 MW",32 MW,0 MW
"Thu Oct 21, 8 AM - 9 AM","1,122 MW","2,197 MW","1,075 MW","16,459 MW","15,384 MW",790 tonnes,48 g/kWh,53.7%,21.6%,11.5%,12.9%,0.2%,0.0%,"8,840 MW","3,549 MW","1,901 MW","2,129 MW",32 MW,8 MW
"Thu Oct 21, 10 AM - 11 AM",522 MW,"2,022 MW","1,500 MW","17,195 MW","15,695 MW",889 tonnes,52 g/kWh,51.4%,23.7%,12.6%,11.9%,0.2%,0.2%,"8,845 MW","4,077 MW","2,158 MW","2,041 MW",36 MW,38 MW
"Thu Oct 21, 11 AM - 12 PM",753 MW,"2,119 MW","1,366 MW","16,996 MW","15,630 MW",813 tonnes,48 g/kWh,52.0%,23.3%,11.5%,12.5%,0.2%,0.5%,"8,832 MW","3,962 MW","1,959 MW","2,126 MW",32 MW,85 MW
"Thu Oct 21, 12 PM - 1 PM",753 MW,"2,170 MW","1,417 MW","16,668 MW","15,251 MW",730 tonnes,44 g/kWh,52.9%,23.0%,10.5%,12.8%,0.2%,0.6%,"8,820 MW","3,835 MW","1,749 MW","2,139 MW",33 MW,92 MW
"Thu Oct 21, 1 PM - 2 PM",747 MW,"2,168 MW","1,421 MW","16,390 MW","14,969 MW",586 tonnes,36 g/kWh,53.8%,21.9%,8.7%,14.7%,0.2%,0.6%,"8,819 MW","3,597 MW","1,422 MW","2,414 MW",32 MW,106 MW
"Thu Oct 21, 2 PM - 3 PM",671 MW,"2,118 MW","1,447 MW","16,261 MW","14,814 MW",483 tonnes,30 g/kWh,54.2%,22.9%,7.3%,14.5%,0.2%,0.9%,"8,819 MW","3,725 MW","1,180 MW","2,365 MW",32 MW,140 MW
"Thu Oct 21, 3 PM - 4 PM",22 MW,"2,149 MW","2,127 MW","17,063 MW","14,936 MW",615 tonnes,36 g/kWh,51.8%,24.4%,8.6%,14.6%,0.2%,0.5%,"8,836 MW","4,157 MW","1,468 MW","2,492 MW",33 MW,77 MW
"Thu Oct 21, 4 PM - 5 PM",627 MW,"2,186 MW","1,559 MW","17,173 MW","15,614 MW",647 tonnes,38 g/kWh,51.5%,23.5%,9.0%,15.5%,0.2%,0.3%,"8,838 MW","4,044 MW","1,539 MW","2,668 MW",27 MW,57 MW
"Thu Oct 21, 5 PM - 6 PM","1,136 MW","2,121 MW",985 MW,"16,936 MW","15,951 MW",486 tonnes,29 g/kWh,52.2%,23.3%,7.0%,17.2%,0.2%,0.1%,"8,841 MW","3,952 MW","1,183 MW","2,908 MW",29 MW,23 MW
"Thu Oct 21, 6 PM - 7 PM","1,144 MW","2,198 MW","1,054 MW","17,053 MW","15,999 MW",469 tonnes,27 g/kWh,51.8%,23.1%,6.7%,18.2%,0.2%,0.0%,"8,840 MW","3,935 MW","1,145 MW","3,101 MW",32 MW,0 MW
"Thu Oct 21, 7 PM - 8 PM","1,139 MW","2,191 MW","1,052 MW","17,038 MW","15,986 MW",335 tonnes,20 g/kWh,51.9%,24.5%,4.6%,18.8%,0.2%,0.0%,"8,837 MW","4,169 MW",792 MW,"3,208 MW",32 MW,0 MW
"Thu Oct 21, 8 PM - 9 PM","1,134 MW","2,266 MW","1,132 MW","16,730 MW","15,598 MW",308 tonnes,18 g/kWh,52.8%,24.9%,4.3%,17.8%,0.2%,0.0%,"8,834 MW","4,167 MW",723 MW,"2,971 MW",35 MW,0 MW
"Thu Oct 21, 9 PM - 10 PM","1,129 MW","2,495 MW","1,366 MW","16,354 MW","14,988 MW",334 tonnes,20 g/kWh,54.0%,24.0%,4.6%,17.1%,0.2%,0.0%,"8,831 MW","3,933 MW",754 MW,"2,803 MW",33 MW,0 MW
"Thu Oct 21, 10 PM - 11 PM",420 MW,"2,436 MW","2,016 MW","16,096 MW","14,080 MW",259 tonnes,16 g/kWh,54.9%,23.3%,3.7%,18.0%,0.2%,0.0%,"8,829 MW","3,753 MW",591 MW,"2,891 MW",32 MW,0 MW
"Fri Oct 22, 11 PM - 12 AM",59 MW,"2,498 MW","2,439 MW","15,325 MW","12,886 MW",120 tonnes,8 g/kWh,57.6%,21.4%,1.5%,19.3%,0.2%,0.0%,"8,833 MW","3,278 MW",231 MW,"2,960 MW",23 MW,0 MW
"Fri Oct 22, 12 AM - 1 AM",68 MW,"2,869 MW","2,801 MW","15,108 MW","12,307 MW",83 tonnes,5 g/kWh,58.5%,22.8%,0.9%,17.7%,0.1%,0.0%,"8,838 MW","3,443 MW",133 MW,"2,678 MW",16 MW,0 MW
"Fri Oct 22, 1 AM - 2 AM",42 MW,"3,093 MW","3,051 MW","14,972 MW","11,921 MW",82 tonnes,5 g/kWh,59.0%,22.1%,0.9%,17.9%,0.1%,0.0%,"8,834 MW","3,314 MW",132 MW,"2,677 MW",15 MW,0 MW
"Fri Oct 22, 2 AM - 3 AM",42 MW,"3,108 MW","3,066 MW","14,756 MW","11,690 MW",90 tonnes,6 g/kWh,59.9%,21.8%,1.0%,17.3%,0.1%,0.0%,"8,832 MW","3,214 MW",149 MW,"2,546 MW",15 MW,0 MW
"Fri Oct 22, 3 AM - 4 AM",42 MW,"3,084 MW","3,042 MW","14,675 MW","11,633 MW",174 tonnes,12 g/kWh,60.2%,23.1%,2.4%,14.2%,0.1%,0.0%,"8,839 MW","3,386 MW",347 MW,"2,088 MW",15 MW,0 MW
"Fri Oct 22, 4 AM - 5 AM",42 MW,"3,108 MW","3,066 MW","14,814 MW","11,748 MW",330 tonnes,22 g/kWh,59.6%,24.3%,4.9%,11.1%,0.1%,0.0%,"8,829 MW","3,599 MW",719 MW,"1,651 MW",16 MW,0 MW
"Fri Oct 22, 5 AM - 6 AM",281 MW,"2,647 MW","2,366 MW","14,734 MW","12,368 MW",556 tonnes,38 g/kWh,60.0%,22.8%,9.0%,8.0%,0.1%,0.0%,"8,845 MW","3,359 MW","1,324 MW","1,186 MW",20 MW,0 MW
"Fri Oct 22, 6 AM - 7 AM",760 MW,"2,596 MW","1,836 MW","15,348 MW","13,512 MW",808 tonnes,53 g/kWh,57.6%,23.3%,12.6%,6.3%,0.2%,0.0%,"8,842 MW","3,578 MW","1,927 MW",972 MW,29 MW,0 MW
"Fri Oct 22, 7 AM - 8 AM",938 MW,"2,001 MW","1,063 MW","16,075 MW","15,012 MW","1,047 tonnes",65 g/kWh,55.0%,23.7%,15.5%,5.5%,0.2%,0.0%,"8,848 MW","3,814 MW","2,499 MW",879 MW,33 MW,2 MW
"Fri Oct 22, 8 AM - 9 AM","1,166 MW","1,918 MW",752 MW,"16,313 MW","15,561 MW","1,160 tonnes",71 g/kWh,54.3%,24.2%,16.9%,4.3%,0.2%,0.2%,"8,851 MW","3,945 MW","2,750 MW",702 MW,33 MW,32 MW
"Fri Oct 22, 9 AM - 10 AM",911 MW,"1,846 MW",935 MW,"16,526 MW","15,591 MW","1,245 tonnes",75 g/kWh,53.1%,24.7%,17.9%,3.3%,0.2%,0.8%,"8,773 MW","4,076 MW","2,966 MW",545 MW,32 MW,134 MW
"Fri Oct 22, 10 AM - 11 AM",868 MW,"1,857 MW",989 MW,"16,419 MW","15,430 MW","1,223 tonnes",75 g/kWh,53.4%,24.6%,17.8%,2.5%,0.2%,1.6%,"8,765 MW","4,031 MW","2,915 MW",416 MW,32 MW,260 MW
"Fri Oct 22, 11 AM - 12 PM","1,144 MW","2,079 MW",935 MW,"16,187 MW","15,252 MW","1,172 tonnes",72 g/kWh,54.1%,24.6%,17.2%,2.1%,0.2%,1.7%,"8,762 MW","3,986 MW","2,791 MW",337 MW,32 MW,279 MW
"Fri Oct 22, 12 PM - 1 PM","1,158 MW","2,051 MW",893 MW,"16,060 MW","15,167 MW","1,124 tonnes",70 g/kWh,54.6%,25.3%,16.7%,1.6%,0.2%,1.6%,"8,769 MW","4,071 MW","2,676 MW",250 MW,33 MW,261 MW
"Fri Oct 22, 3 PM - 4 PM","1,208 MW","2,107 MW",899 MW,"15,594 MW","14,695 MW",922 tonnes,59 g/kWh,56.3%,27.5%,14.1%,0.7%,0.2%,1.3%,"8,777 MW","4,287 MW","2,194 MW",103 MW,33 MW,200 MW
"Fri Oct 22, 4 PM - 5 PM","1,208 MW","2,037 MW",829 MW,"16,019 MW","15,190 MW","1,058 tonnes",66 g/kWh,54.9%,27.8%,15.7%,0.6%,0.2%,0.8%,"8,797 MW","4,449 MW","2,521 MW",98 MW,33 MW,121 MW
"Fri Oct 22, 5 PM - 6 PM","1,459 MW","1,606 MW",147 MW,"15,929 MW","15,782 MW",913 tonnes,57 g/kWh,55.7%,29.7%,13.4%,0.7%,0.2%,0.3%,"8,874 MW","4,731 MW","2,135 MW",113 MW,33 MW,43 MW
"Fri Oct 22, 6 PM - 7 PM","1,613 MW","1,632 MW",19 MW,"16,086 MW","16,067 MW",977 tonnes,61 g/kWh,55.2%,29.7%,14.2%,0.8%,0.2%,0.0%,"8,877 MW","4,774 MW","2,278 MW",123 MW,33 MW,1 MW
